MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
20,C (all),50.0,9000,Pave,no_alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,2,3,1949,1950,Gable,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,BLQ,480.0,TA,N,FuseA,480,0,0,1,1,TA,4,0,Detchd,1.0,308.0,0,0,0,0,0,no_fence,none,0,10,2006,WD ,35311
90,RL,38.0,7840,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Plywood,Wd Shng,TA,TA,CBlock,Gd,TA,GLQ,976.0,TA,Y,SBrkr,1012,2,0,4,0,TA,4,0,no_garage,0.0,0.0,0,0,0,0,0,no_fence,none,0,10,2006,WD ,127500
20,RL,74.0,12395,Pave,no_alley,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,5,6,1984,1984,Gable,HdBoard,Plywood,TA,TA,CBlock,TA,TA,ALQ,864.0,TA,Y,SBrkr,889,1,0,3,1,TA,6,0,Attchd,2.0,484.0,0,0,0,0,0,no_fence,none,0,4,2008,WD ,137500
80,RL,0.0,9638,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,1Fam,SLvl,6,6,1977,1977,Hip,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,1029.0,TA,Y,SBrkr,1117,1,0,3,1,TA,6,1,Attchd,2.0,542.0,292,0,0,0,0,no_fence,none,0,11,2008,WD ,147000
60,RL,108.0,13418,Pave,no_alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Unf,1117.0,Ex,Y,SBrkr,2452,3,1,4,1,Gd,9,1,BuiltIn,3.0,691.0,113,32,0,0,0,no_fence,none,0,9,2006,WD ,309000
20,RL,0.0,17597,Pave,no_alley,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,1Story,7,9,1971,2009,Hip,BrkFace,BrkFace,Gd,Gd,CBlock,Gd,TA,GLQ,1803.0,TA,Y,SBrkr,2365,2,0,3,1,Ex,7,2,Attchd,2.0,551.0,200,144,0,0,0,GdPrv,none,0,7,2009,WD ,315000
20,RL,72.0,8872,Pave,no_alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,912.0,Ex,Y,SBrkr,912,1,0,2,1,Gd,5,0,Detchd,2.0,576.0,0,240,0,0,0,no_fence,none,0,12,2008,WD ,147000
120,RL,53.0,3982,Pave,no_alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,GLQ,1520.0,Ex,Y,SBrkr,1567,2,0,1,1,Ex,7,1,Attchd,3.0,648.0,312,0,0,0,0,no_fence,none,0,10,2006,New,264561
80,RL,60.0,7134,Pave,no_alley,Reg,Bnk,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,384.0,TA,Y,SBrkr,1360,1,0,3,1,TA,6,1,Detchd,2.0,572.0,0,50,0,0,0,MnPrv,none,0,2,2007,WD ,130000
160,FV,0.0,2117,Pave,no_alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,756.0,Ex,Y,SBrkr,1525,2,1,3,1,Gd,5,1,Detchd,2.0,440.0,0,0,0,0,0,no_fence,none,0,6,2007,WD ,177000
50,RM,58.0,8155,Pave,no_alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,Unf,780.0,Gd,Y,FuseA,1200,1,0,4,1,TA,7,0,no_garage,0.0,0.0,0,0,96,0,0,no_fence,none,0,7,2008,WD ,119000
20,RL,50.0,5500,Pave,no_alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1Story,7,5,2004,2004,Shed,VinylSd,VinylSd,TA,TA,PConc,Gd,Gd,GLQ,1073.0,Ex,Y,SBrkr,1073,2,0,2,1,TA,4,0,Detchd,1.0,246.0,0,120,0,0,0,no_fence,none,0,5,2006,WD ,157000
20,RL,0.0,11553,Pave,no_alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Hip,Plywood,Plywood,TA,TA,CBlock,TA,TA,BLQ,1051.0,TA,Y,SBrkr,1159,1,1,3,1,TA,7,1,Attchd,1.0,336.0,466,0,0,0,0,no_fence,none,0,7,2006,WD ,158000
50,RL,55.0,7150,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,MetalSd,MetalSd,TA,TA,PConc,TA,TA,Rec,1190.0,Gd,Y,SBrkr,1540,1,0,4,1,Fa,7,0,Detchd,1.0,352.0,0,0,0,0,0,no_fence,none,0,8,2007,WD ,115000
20,RL,64.0,6285,Pave,no_alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1977,1977,Gable,Plywood,Plywood,TA,TA,CBlock,Gd,TA,LwQ,894.0,TA,Y,SBrkr,894,1,0,2,1,TA,5,0,Detchd,1.0,308.0,192,0,0,0,0,no_fence,none,0,3,2007,WD ,120750
60,FV,0.0,7500,Pave,no_alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,814.0,Ex,Y,SBrkr,1674,2,1,3,1,Gd,7,0,Attchd,2.0,663.0,0,96,0,0,0,no_fence,none,0,1,2010,WD ,216000
160,RM,21.0,2001,Pave,no_alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,Unf,546.0,Fa,Y,SBrkr,1092,1,1,3,1,TA,6,0,Attchd,1.0,286.0,0,0,0,0,0,no_fence,none,0,1,2007,WD ,75000
20,RL,95.0,19508,Pave,no_alley,Reg,Lvl,Inside,Gtl,Veenker,Norm,1Fam,1Story,6,5,1974,1974,Gable,HdBoard,ImStucc,TA,TA,CBlock,TA,TA,ALQ,1430.0,TA,Y,SBrkr,1430,2,0,3,1,TA,6,2,Attchd,2.0,484.0,117,108,165,0,0,no_fence,none,0,7,2008,WD ,192000
80,RL,0.0,7176,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SLvl,6,6,1978,1978,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,Gd,GLQ,960.0,Fa,Y,SBrkr,1040,1,0,3,1,TA,6,1,Detchd,2.0,616.0,131,0,0,0,180,GdPrv,none,0,7,2006,WD ,160500
20,RL,91.0,10652,Pave,no_alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1494.0,Ex,Y,SBrkr,1494,2,0,3,1,Gd,7,1,Attchd,3.0,840.0,160,33,0,0,0,no_fence,none,0,8,2007,New,279500
85,RL,0.0,11235,Pave,no_alley,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,SFoyer,5,6,1963,1963,Gable,HdBoard,Wd Sdng,TA,TA,CBlock,Gd,TA,ALQ,981.0,TA,Y,SBrkr,1075,1,0,3,1,Gd,6,0,Detchd,2.0,440.0,64,0,0,0,64,MnPrv,none,0,5,2008,WD ,148000
20,RL,68.0,10265,Pave,no_alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1967,2005,Gable,HdBoard,HdBoard,TA,Fa,CBlock,TA,TA,ALQ,992.0,Ex,Y,SBrkr,992,1,0,3,1,Gd,6,0,Attchd,1.0,294.0,204,0,0,0,0,MnPrv,Shed,600,7,2008,WD ,145000
60,RL,0.0,14541,Pave,no_alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,7,1993,1993,Gable,MetalSd,MetalSd,Gd,Gd,PConc,Gd,Gd,GLQ,1338.0,Ex,Y,SBrkr,2520,2,1,5,1,Gd,10,1,Attchd,3.0,796.0,209,55,0,0,0,no_fence,none,0,11,2006,WD ,310000
80,RL,83.0,10184,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,5,1963,1963,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,1083.0,TA,Y,SBrkr,1146,1,0,3,1,TA,6,1,Attchd,1.0,294.0,345,75,0,0,0,no_fence,none,0,6,2006,WD ,165000
60,RL,52.0,46589,Pave,no_alley,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,7,1994,2005,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,GLQ,1629.0,Ex,Y,SBrkr,2448,2,1,4,1,Gd,8,1,Attchd,3.0,711.0,517,76,0,0,0,no_fence,none,0,7,2009,WD ,402000
60,FV,85.0,10625,Pave,no_alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Unf,1026.0,Ex,Y,SBrkr,1958,2,1,3,1,Gd,9,1,Attchd,3.0,936.0,154,210,0,0,0,no_fence,none,0,7,2008,WD ,250000
180,RM,21.0,1470,Pave,no_alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,CmentBd,TA,TA,CBlock,Gd,TA,GLQ,630.0,TA,Y,SBrkr,630,1,0,1,1,TA,3,0,no_garage,0.0,0.0,0,0,0,0,0,no_fence,none,0,4,2006,WD ,73000
90,RL,60.0,9000,Pave,no_alley,Reg,Lvl,FR2,Gtl,NAmes,Norm,Duplex,2Story,5,5,1974,1974,Gable,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,Unf,896.0,TA,Y,SBrkr,1792,2,2,4,2,TA,8,0,no_garage,0.0,0.0,32,45,0,0,0,no_fence,none,0,9,2009,WD ,136000
120,RL,48.0,5911,Pave,no_alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,GLQ,1560.0,Ex,Y,SBrkr,1565,2,0,2,1,Ex,6,1,Attchd,2.0,556.0,196,56,0,0,0,no_fence,none,0,3,2006,WD ,282500
20,RL,73.0,8987,Pave,no_alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1595.0,Ex,Y,SBrkr,1595,2,0,2,1,Gd,6,1,Attchd,3.0,880.0,144,0,0,0,0,no_fence,none,0,5,2010,WD ,221500
20,RL,0.0,17871,Pave,no_alley,IR2,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,4,5,1995,1996,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,1680.0,Gd,Y,SBrkr,1680,2,0,4,1,Gd,7,0,Attchd,2.0,628.0,152,0,0,0,0,no_fence,none,0,6,2007,WD ,170000
20,RL,77.0,11500,Pave,no_alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,4,1967,1967,Gable,HdBoard,HdBoard,Fa,TA,CBlock,TA,Fa,BLQ,1040.0,Gd,Y,SBrkr,1040,1,0,3,1,TA,6,1,Attchd,2.0,480.0,0,0,156,0,0,MnPrv,none,0,5,2009,WD ,163000
60,RL,65.0,12257,Pave,no_alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,LwQ,1318.0,Ex,Y,SBrkr,2531,2,1,4,1,Gd,9,1,Attchd,3.0,752.0,222,98,0,0,0,no_fence,none,0,11,2007,WD ,290000
60,RL,82.0,9044,Pave,no_alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1996,1997,Gable,VinylSd,VinylSd,Gd,Gd,PConc,Gd,TA,GLQ,1325.0,Ex,Y,SBrkr,2538,2,1,4,1,Gd,8,1,Attchd,3.0,933.0,198,92,0,0,0,no_fence,none,0,5,2007,WD ,330000
160,RM,21.0,1680,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,483.0,TA,Y,SBrkr,987,1,1,2,1,TA,5,0,Detchd,1.0,264.0,0,0,0,0,0,no_fence,none,0,7,2009,WD ,111000
60,RL,45.0,9468,Pave,no_alley,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,840.0,Ex,Y,SBrkr,1755,2,1,3,1,TA,7,1,Attchd,2.0,530.0,176,73,0,0,0,no_fence,none,0,8,2006,WD ,214000
20,RL,102.0,9373,Pave,no_alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,1152.0,TA,Y,SBrkr,1152,1,1,3,1,TA,6,0,Detchd,2.0,636.0,0,0,0,0,0,no_fence,none,0,5,2008,WD ,137500
60,FV,70.0,7000,Pave,no_alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2003,2003,Gable,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,926.0,Ex,Y,SBrkr,1884,2,1,3,1,Ex,7,1,Attchd,2.0,581.0,0,35,0,0,0,no_fence,none,0,6,2009,WD ,240900
60,RL,107.0,10186,Pave,no_alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,750.0,Ex,Y,SBrkr,1923,2,1,3,1,Gd,8,1,Attchd,2.0,564.0,240,39,0,0,0,no_fence,none,0,6,2010,WD ,190000
20,RL,90.0,11664,Pave,no_alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1569.0,Ex,Y,SBrkr,1611,2,0,3,1,Gd,6,0,Attchd,3.0,1231.0,262,93,0,0,0,no_fence,none,0,9,2009,WD ,250000
20,RL,90.0,10768,Pave,no_alley,IR1,Lvl,Corner,Gtl,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Plywood,Gd,Gd,CBlock,Gd,TA,ALQ,1437.0,TA,Y,SBrkr,1437,2,0,3,1,Gd,6,1,Attchd,2.0,528.0,0,21,0,0,180,no_fence,none,0,7,2007,WD ,218000
60,RL,78.0,10530,Pave,no_alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,6,1993,1993,Gable,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,1148.0,Ex,Y,SBrkr,2075,2,1,3,1,Gd,8,1,Attchd,2.0,473.0,235,86,0,0,0,no_fence,none,0,8,2007,WD ,255000
20,RL,50.0,14859,Pave,no_alley,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1670.0,Ex,Y,SBrkr,1670,2,0,3,1,Gd,7,1,Attchd,3.0,690.0,144,60,0,0,0,no_fence,none,0,8,2006,New,240000
20,RL,93.0,10481,Pave,no_alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Unf,2140.0,Ex,Y,SBrkr,2140,2,1,3,1,Gd,8,0,Attchd,3.0,894.0,136,32,0,0,0,no_fence,none,0,6,2007,New,360000
80,RL,85.0,9350,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,BrkFace,BrkFace,TA,Gd,PConc,TA,TA,ALQ,1219.0,Gd,Y,SBrkr,1265,2,0,3,1,Gd,6,1,Attchd,2.0,502.0,0,92,0,96,0,MnPrv,none,0,10,2008,WD ,179900
50,RL,138.0,18030,Pave,no_alley,IR1,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,1598.0,TA,Y,SBrkr,3086,3,0,3,1,Ex,12,1,no_garage,0.0,0.0,122,0,0,0,0,MnPrv,none,0,3,2007,WD ,200500
50,RM,50.0,5925,Pave,no_alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,Unf,600.0,Fa,N,SBrkr,968,1,0,2,1,TA,6,0,no_garage,0.0,0.0,0,0,0,0,0,GdWo,none,0,5,2009,WD ,37900
20,RL,0.0,6718,Pave,no_alley,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2001,2001,Gable,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,1267.0,Ex,Y,SBrkr,1312,2,0,2,1,Gd,5,0,Attchd,2.0,471.0,256,28,0,0,0,no_fence,none,0,1,2007,WD ,180500
90,RL,0.0,11855,Pave,no_alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Duplex,2Story,7,5,2000,2000,Hip,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,GLQ,1168.0,Ex,Y,SBrkr,2787,4,2,6,2,TA,8,2,BuiltIn,4.0,820.0,312,0,0,0,0,no_fence,none,0,10,2009,WD ,269500
60,RL,0.0,12394,Pave,no_alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,847.0,Ex,Y,SBrkr,1733,2,1,3,1,Gd,7,1,BuiltIn,2.0,433.0,100,48,0,0,0,no_fence,none,0,10,2007,WD ,225000
50,RM,50.0,7000,Pave,no_alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,ALQ,720.0,Gd,Y,FuseA,1215,1,0,3,1,Gd,6,0,Detchd,2.0,720.0,0,0,30,0,0,MnPrv,none,0,5,2007,WD ,141000
20,RL,87.0,10367,Pave,no_alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,1739.0,Ex,Y,SBrkr,1743,2,0,3,1,Ex,8,1,Attchd,3.0,927.0,168,45,0,0,0,no_fence,none,0,6,2009,ConLI,335000
20,RL,38.0,15240,Pave,no_alley,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,5,8,1977,2004,Gable,CemntBd,CmentBd,Gd,Gd,CBlock,Gd,TA,GLQ,1026.0,Ex,Y,SBrkr,1026,1,1,3,1,TA,5,0,Attchd,1.0,308.0,316,85,0,0,0,MnPrv,none,0,6,2010,WD ,150000
20,RL,68.0,50271,Pave,no_alley,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,Gd,TA,CBlock,Ex,TA,GLQ,1842.0,Gd,Y,SBrkr,1842,0,1,0,1,Gd,5,1,Attchd,3.0,894.0,857,72,0,0,0,no_fence,none,0,11,2006,WD ,385000
60,RL,85.0,13600,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,6,1965,1990,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,768.0,TA,Y,SBrkr,1986,2,1,3,1,TA,7,3,Attchd,2.0,486.0,0,42,0,0,189,no_fence,none,0,10,2009,WD ,205000
20,RL,64.0,6762,Pave,no_alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1187.0,Ex,Y,SBrkr,1208,2,0,2,1,Gd,6,0,Attchd,2.0,632.0,105,61,0,0,0,no_fence,none,0,2,2010,WD ,206000
20,RL,63.0,8500,Pave,no_alley,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1422.0,Ex,Y,SBrkr,1422,2,0,3,1,Gd,7,0,Attchd,2.0,626.0,192,60,0,0,0,no_fence,none,0,11,2007,WD ,179600
20,RL,67.0,8877,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,Fa,LwQ,836.0,TA,Y,FuseF,1220,1,0,2,1,TA,6,0,Detchd,2.0,396.0,0,0,0,0,0,no_fence,none,0,4,2006,COD,102000
20,RL,0.0,15611,Pave,no_alley,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1977,1977,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,ALQ,1126.0,TA,Y,SBrkr,1126,2,0,3,1,Ex,6,0,Attchd,2.0,540.0,180,0,0,0,0,no_fence,none,0,3,2008,WD ,175000
20,RL,70.0,13300,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,2001,Hip,Wd Sdng,VinylSd,TA,TA,CBlock,TA,TA,Rec,1015.0,Gd,Y,SBrkr,1384,1,0,2,1,TA,6,0,Attchd,2.0,896.0,75,0,0,323,0,no_fence,Shed,400,6,2006,WD ,159000
20,RL,65.0,6500,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,6,1976,1976,Hip,HdBoard,Plywood,TA,TA,CBlock,TA,Ex,BLQ,1127.0,TA,Y,SBrkr,1127,1,1,3,1,TA,6,1,Detchd,2.0,480.0,0,0,138,0,0,no_fence,none,0,5,2008,WD ,135000
50,RL,75.0,9525,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,Rec,994.0,Gd,Y,SBrkr,1855,2,0,4,1,TA,7,0,Attchd,1.0,325.0,182,0,0,0,0,no_fence,none,0,10,2006,WD ,136900
20,RL,65.0,6993,Pave,no_alley,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,TA,TA,CBlock,TA,TA,BLQ,912.0,TA,Y,SBrkr,1236,1,0,3,1,TA,6,1,Attchd,1.0,288.0,0,0,0,0,0,no_fence,none,0,6,2006,WD ,135000
60,RL,82.0,9430,Pave,no_alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1252.0,Ex,Y,SBrkr,2365,2,1,3,1,Gd,8,1,Attchd,3.0,856.0,0,128,0,0,180,no_fence,none,0,7,2009,WD ,337000
60,RL,0.0,11029,Pave,no_alley,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,1054.0,TA,Y,SBrkr,2654,2,1,4,1,Gd,9,1,Attchd,2.0,619.0,0,65,0,0,222,no_fence,none,0,8,2006,WD ,250000
60,RL,0.0,14311,Pave,no_alley,IR1,Lvl,FR3,Gtl,NWAmes,Norm,1Fam,2Story,8,5,1996,1996,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1236.0,Ex,Y,SBrkr,2340,2,1,4,1,Gd,9,1,Attchd,3.0,787.0,192,180,218,0,0,GdPrv,none,0,6,2008,WD ,306000
90,RL,60.0,10800,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,TA,Gd,CBlock,Gd,Gd,GLQ,1200.0,TA,Y,SBrkr,1200,3,0,3,1,TA,5,0,no_garage,0.0,0.0,120,0,0,0,0,no_fence,none,0,3,2009,WD ,179000
160,FV,34.0,3604,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,689.0,Ex,Y,SBrkr,1392,2,0,2,1,Gd,5,0,Detchd,2.0,540.0,0,102,0,0,0,no_fence,none,0,2,2008,WD ,146000
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,Fa,LwQ,1138.0,Gd,Y,SBrkr,2180,1,1,3,1,TA,7,1,Detchd,2.0,720.0,0,0,170,0,0,no_fence,none,0,5,2007,WD ,161000
20,RL,0.0,10603,Pave,no_alley,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,TA,TA,PConc,TA,TA,ALQ,1610.0,Gd,Y,SBrkr,1610,2,0,3,1,Gd,6,2,Attchd,2.0,480.0,168,68,0,0,0,no_fence,none,0,2,2010,WD ,205000
120,RL,42.0,4084,Pave,no_alley,IR1,Lvl,Inside,Gtl,Timber,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,VinylSd,VinylSd,Gd,TA,CBlock,Gd,TA,GLQ,1277.0,Gd,Y,SBrkr,1501,2,0,2,1,Gd,6,1,Attchd,2.0,512.0,240,0,0,0,0,no_fence,none,0,7,2008,WD ,241500
20,RL,61.0,7943,Pave,no_alley,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,TA,Fa,CBlock,TA,TA,Rec,1029.0,Gd,Y,SBrkr,1029,1,0,3,1,TA,5,0,Attchd,1.0,261.0,64,0,39,0,0,no_fence,none,0,4,2007,WD ,118500
